id,Languages_Spoken
19582,Lahnda;Somali;Chinese;Hindi;French
19583,Logu;Amharic;French
19584,Lahnda;Japanese;English;Spanish;Marathi;Hindi;Amharic;French
19585,English;Spanish;Marathi;French
19586,Chinese;Spanish;Hindi;And;German
19587,Lahnda;Swahili;English;Spanish;Marathi;Hindi;Amharic;Arabic
19588,Lahnda;Swahili;English;Spanish;Amharic;German
19589,Lahnda;Swahili;Chawl;Chinese;Spanish;Vietnamese;Amharic
19590,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic
19591,Lahnda;Spanish;Marathi;Amharic;Arabic
19592,Somali;Swahili;English;Spanish
19593,English;Spanish;Marathi;Hindi;Amharic;German
19594,Scala
19595,Lahnda;Somali;Thart;English;Chinese;Spanish;Hindi;Russian;Amharic;And;German
19596,Chawl;Turkish;English;Spanish;Logu;Amharic;German
19597,Lahnda;Japanese;English;Chinese;Spanish;Marathi;Amharic
19598,Chinese;Hindi;And
19599,Turkish;Kotlin;Marathi;Hindi;And
19600,Lahnda;Turkish;Hindi;Amharic
19601,English;Spanish;Hindi;Amharic
19603,English;Spanish;Amharic
19604,Swahili;English;Spanish;Amharic
19605,Lahnda;Japanese;Somali;English;Chinese;Kotlin;German
19606,Spanish;German
19607,Lahnda;English;Chinese;Spanish;Japanese;Marathi;Amharic;And;German
19608,Lahnda;Swahili;English;Spanish;Amharic
19609,Lahnda;English;Chinese;Spanish;Hindi;Amharic;German;French
19610,English;Spanish
19611,Swahili;English;Spanish;German
19612,Somali;English;Chinese;Hindi
19613,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Kotlin;Marathi;Hindi;Amharic;German
19614,English;Spanish;Marathi
19615,Lahnda;Japanese;English;Chinese;Hindi
19616,English;Spanish;Hindi;Bow
19617,Lahnda;Clojure;English;Spanish;Marathi;Vietnamese;Logu;Amharic;German;French
19618,Swahili;English;German
19619,Swahili;Telugu;Turkish;Spanish;Marathi;Logu
19620,Japanese;Hindi
19621,Lahnda;Swahili;English;Spanish;Hindi;Amharic
19622,Lahnda;Swahili;English;Chinese;Spanish;Hindi;Amharic;German
19623,Swahili;English;Spanish;Marathi;Arabic
19624,Turkish;Hindi
19625,Lahnda;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic;Arabic
19626,English;Spanish;Amharic;French
19627,Lahnda;Somali;English;Spanish;Hindi;Amharic;German
19628,Urdu;Lahnda;Japanese;Somali;Turkish;Chinese;Hindi;Amharic;French
19629,Lahnda;English;Spanish;Hindi;Amharic;German
19630,Chinese;Hindi
19631,Arabic
19632,Japanese;Somali;Hindi;German
19633,Lahnda;Clojure;Turkish;English;Chinese;Hindi;Russian;Vietnamese;Scala
19634,Swahili;Russian;Amharic
19636,Lahnda;English;Spanish;Scala;German
19637,Japanese;Logu;Amharic;French
19638,Lahnda;English;Spanish;Scala;Amharic;German
19639,Lahnda;Turkish;English;Spanish;Hindi
19640,Lahnda;Turkish;English;Chinese;Spanish;Hindi;Logu;German
19641,Amharic
19642,English;Spanish
19643,English;Chinese;Spanish;Marathi;And
19644,And
19645,Swahili;English;Spanish;Amharic;German
19646,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic
19647,Turkish;Chinese;German
19648,Swahili;Telugu;English;Spanish;Amharic;German
19649,Swahili;Hindi;Amharic
19650,Japanese;Somali;Spanish;Amharic
19651,Lahnda;Japanese;Somali;Swahili;Hindi
19652,Lahnda;English;Chinese;Japanese;Amharic;And
19653,Japanese;Somali;Swahili;English;Chinese;Spanish;Kotlin;Marathi;Hindi;Amharic
19654,Lahnda;Swahili;Turkish;English;Chinese;Spanish;Vietnamese;Amharic;And;German
19655,Lahnda;English;Chinese;Spanish;Hindi
19656,Swahili;English;Spanish;Amharic;German
19657,Somali;English;Spanish;Marathi;Hindi;Amharic
19658,Hindi
19659,Somali;Swahili;English
19660,Lahnda;Clojure;English;Chinese;Spanish;Marathi;Amharic;German
19661,Chinese;Kotlin
19662,Japanese;Somali;English;Chinese;Spanish;Hindi
19663,Spanish
19664,English;Spanish;Marathi
19665,Somali;Chinese;Hindi;Russian;Amharic
19666,Japanese;Somali;Swahili;English;Spanish;Marathi;Hindi
19667,English;Spanish;Marathi
19668,English;Spanish
19669,Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic
19670,Japanese;Somali;Chinese;Hindi;Scala;Amharic
19671,Urdu;Japanese;Chinese;Hindi;Russian;Amharic;And
19672,Somali
19673,Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic
19674,Lahnda;Amharic
19675,English;Spanish;Bow
19676,English;Spanish;Marathi;Amharic
19677,Lahnda;Japanese;Somali;English;Spanish;Marathi;Hindi;Vietnamese;Amharic;German;French
19678,Japanese;Swahili;English;Spanish;Hindi;Amharic;Arabic
19679,Swahili;Amharic
19680,Lahnda;Turkish;Spanish;Hindi;Amharic
19681,Hindi;Amharic
19682,English;Chinese;Spanish;Hindi;Vietnamese;Amharic
19683,Lahnda;Somali;Swahili;English;Spanish;Amharic
19684,Hindi;Amharic
19685,Swahili;English;Chinese;Spanish;Marathi;Hindi
19686,Somali;Marathi;French
19687,Lahnda;English;Chinese;Spanish;Hindi;Amharic
19688,Lahnda;Japanese;Somali;Swahili;English;Spanish;Hindi;Amharic
19689,Swahili;English;Chinese;Spanish;German
19690,Lahnda;Chinese
19691,Somali;Swahili;English;Chinese;Marathi;Hindi;Amharic
19692,Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic;German
19693,Japanese;Somali;Swahili;English;Chinese
19694,Urdu;Lahnda;Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic
19695,Chinese;Spanish;Hindi;German
19696,Lahnda;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic
19697,English;Chinese;Spanish;Marathi
19698,Swahili;English;Spanish;Marathi;Amharic
19699,Lahnda;Japanese;Somali;English;Spanish;German
19700,Lahnda;English;Chinese;Spanish;Kotlin;Amharic
19701,Lahnda;English;Chinese;Spanish;Amharic
19702,Somali;Swahili;English;Spanish;Hindi;Amharic;Arabic;French
19703,French
19704,Japanese;Turkish;Hindi;Logu
19705,Spanish;Hindi
19706,Swahili;English;Spanish;German
19707,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Japanese;Marathi;Amharic;And;German
19708,Lahnda;English;Spanish;Vietnamese;Amharic
19709,Lahnda;English;Chinese;Spanish;Marathi;Vietnamese;Amharic
19710,Lahnda;Japanese;Somali;Swahili;Hindi
19711,Lahnda;Swahili;English;Spanish;Marathi;Amharic
19712,Chinese;Spanish
19713,Chinese;Kotlin;And
19714,Lahnda;English;Spanish;Hindi;Amharic
19715,Urdu;Lahnda;Japanese;Somali;English;Spanish;Kotlin;Marathi;Hindi;Russian;Logu;Scala;Amharic;German
19716,Lahnda;Japanese;English;Chinese;Spanish;Hindi;Amharic;German
19717,Lahnda;English;Spanish;Amharic;French
19718,Urdu;Clojure;Chinese
19719,Chinese;Spanish;Marathi;Amharic;German
19720,Urdu;Japanese;Swahili;English;Spanish;Marathi;Amharic
19721,Lahnda;English;Chinese;Spanish;Hindi;Amharic
19722,Lahnda;English;Spanish;Hindi;Amharic
19723,Lahnda;Chinese;Scala
19724,English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic;German
19725,Swahili;English;Spanish;Hindi;Amharic;German
19726,English;Spanish
19727,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Arabic
19728,Japanese;Somali;Swahili;Chinese;Spanish;Marathi;Amharic
19729,Hindi;Russian;Amharic;French
19730,Swahili;Spanish;Hindi;Logu;Amharic
19731,Lahnda;Turkish;English;Chinese;Spanish;Marathi;Amharic;German
19732,English;Marathi;Amharic
19733,Somali;Swahili;English;Spanish;Hindi;Amharic;German
19734,Lahnda;Swahili;English;Chinese;Spanish;Amharic;German
19735,English;Spanish
19736,English;Spanish
19737,Japanese;English;Chinese;Spanish;German
19738,English;Hindi;French
19739,Lahnda;Clojure;Turkish;Hindi;Amharic
19740,Japanese;Somali;English;Chinese;Spanish;German
19741,Swahili;English;Spanish;Amharic
19742,English;Spanish;Marathi
19743,Turkish;Spanish;Hindi;Vietnamese;Amharic
19744,Lahnda;English;Chinese;Spanish;Kotlin;Japanese;Hindi;Vietnamese;Amharic;And
19745,English;Chinese;Spanish;Marathi;Amharic
19746,English;Spanish;German
19747,Urdu;Lahnda;Japanese;Spanish;Hindi
19748,English;Spanish;Marathi;Amharic
19749,Lahnda;Swahili;Turkish;English;Chinese;Spanish
19750,English;Chinese
19751,Chinese;Spanish
19752,Lahnda;English;Spanish;Hindi;Scala;Amharic
19753,Lahnda;English;Spanish;German
19754,Chinese;Spanish;Hindi;Vietnamese;Amharic
19755,English;Spanish;Marathi;Hindi
19756,English;Chinese;Spanish;Amharic;German
19757,Lahnda;English;Chinese;Spanish;Hindi;Amharic;German
19759,Urdu;Lahnda;Japanese;English;Chinese;Spanish;Hindi;Amharic;Arabic
19760,Lahnda;English;Spanish;Marathi;Amharic
19761,Lahnda;Swahili;English;Spanish;Marathi;Amharic;German
19762,Lahnda;Japanese;Somali;Swahili;English;Spanish;Hindi;Amharic;German;French
19763,Japanese;Somali;Swahili;English;Chinese;Spanish
19764,Chinese;Spanish;Kotlin;Vietnamese;Amharic
19765,Lahnda;Swahili;English;Amharic
19766,English;Chinese;Spanish;Amharic
19767,Chawl;Erlang;Chinese;Spanish;Hindi;Vietnamese;German
19768,Turkish;English;Chinese;Spanish;Kotlin;Hindi
19769,Lahnda;Arabic
19770,Lahnda;Swahili;English;Chinese;Spanish;Vietnamese;Amharic
19771,Arabic
19772,English;Spanish
19773,Somali;English;Spanish;Hindi
19775,Lahnda;Japanese;French
19776,Lahnda;Somali;Swahili;Hindi;Amharic
19777,English;Spanish;Amharic;French
19778,Lahnda;Hindi;Amharic
19779,Japanese;English;Japanese;And
19780,Swahili;Turkish;Spanish;Hindi;German
19781,Lahnda;Japanese;Somali;French
19782,Turkish;English;Spanish;Hindi;Vietnamese;Amharic
19785,Spanish;Vietnamese
19786,English;Spanish;Vietnamese;Amharic;German
19787,Lahnda;Hindi
19788,Swahili;English;Chinese;Spanish;Japanese;Hindi;Vietnamese;Scala;Amharic
19789,Swahili;English;Spanish;Amharic;German
19790,English;Spanish;Marathi
19791,Lahnda;Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;Russian;Amharic
19792,Lahnda;Spanish;Marathi;Amharic;French
19793,Somali;Hindi
19794,Japanese;Somali;Swahili;Spanish
19795,Swahili;English;Spanish;German
19796,Japanese;Somali;Turkish;Chinese;Amharic
19798,Swahili;Chinese;Spanish;German
19799,Lahnda;English;Spanish;Marathi;Vietnamese;Amharic;French
19800,Somali;Chinese;Spanish;Hindi
19801,Chinese;Vietnamese
19802,Swahili;English;Spanish;Amharic
19803,Somali;Swahili;English;Chinese;Spanish;German
19804,English;Chinese;Spanish;Hindi;Amharic;German
19805,Swahili;Telugu;English;Spanish;Hindi;Amharic
19806,Turkish;English;Spanish;Marathi;Amharic
19807,Urdu;Japanese;Somali;Swahili;Clojure;English;Chinese;Marathi;Hindi;Amharic
19808,Bow
19809,Hindi;Amharic
19810,Lahnda
19811,Swahili;English;Spanish;German
19812,Lahnda;Japanese;English;Chinese;Spanish;Hindi;Vietnamese
19813,Lahnda;Somali;Swahili;Spanish;Marathi;Hindi;Amharic
19814,English;Chinese;Spanish;Amharic
19815,Lahnda;Japanese;Chawl;Erlang;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic
19816,Somali;Spanish;Japanese;Hindi;And
19817,Swahili;English;Chinese;Spanish;Marathi;Amharic
19818,Chinese;Spanish;Hindi;Vietnamese;Scala;Amharic
19819,Swahili;Hindi
19820,Lahnda;Spanish;Hindi;Vietnamese;Amharic;Arabic
19821,Chinese
19822,Chinese
19823,English;Spanish
19824,Lahnda;Chinese;Spanish;Hindi;Scala;Amharic
19825,Japanese;English;Chinese;Spanish;Marathi;Scala;Amharic
19826,Lahnda;Clojure;Turkish;English;Chinese;Spanish;Kotlin;Vietnamese;German
19827,English;Spanish;Amharic;German
19828,Lahnda;Hindi;Amharic
19829,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Kotlin;Japanese;Hindi;Amharic;And;German;Korean
19830,Lahnda;Swahili;English;Spanish;Amharic;German;Arabic
19831,Lahnda;Hindi;Amharic
19832,Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic;German
19833,Japanese;Somali;Swahili;English;Spanish;German
19834,Spanish;Marathi
19835,Swahili;English;Spanish;Marathi;Hindi;Amharic
19836,English;Chinese;Spanish;German
19837,Swahili;English;Spanish;Hindi;Amharic;Arabic
19838,Lahnda;Japanese;Somali;Swahili;English;Spanish;Hindi
19839,Lahnda;Somali;Swahili;English;Spanish;Hindi;Amharic;German;Arabic
19840,Arabic
19841,Swahili;English;Spanish;Amharic
19842,Thart;Chawl;Erlang;English;Chinese;Spanish;Kotlin;And
19843,English;Spanish;Vietnamese;Amharic
19844,Swahili;Amharic
19845,Lahnda;Japanese;Somali;English;Chinese;Marathi;Hindi;Amharic;Arabic
19846,Japanese;Somali;Swahili;English;Chinese;Spanish;Japanese;Hindi;Vietnamese;Amharic;And
19847,English;Spanish;Marathi;Amharic;German
19848,Swahili;English;Spanish;Marathi;Logu;Amharic;Arabic
19849,Urdu;Lahnda;Japanese;Somali;Chawl;Erlang;English;Chinese;Spanish;Amharic
19850,Swahili;Chinese
19851,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic;French
19852,Turkish;English;Spanish;Vietnamese
19853,Thart;English;Spanish;Marathi;Hindi;Vietnamese;Amharic
19854,And
19855,Lahnda;Hindi;Amharic
19856,English;Chinese;Spanish;Logu;German
19857,Japanese;English;Chinese;Spanish;Hindi;Amharic
19858,Lahnda;English;Spanish;Marathi;Hindi;Amharic
19859,Lahnda;English;Spanish;Vietnamese;Amharic
19860,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic;German;Arabic
19861,Spanish
19862,Hindi;Bow
19863,Lahnda;English;Spanish;Hindi
19864,Urdu;Lahnda;Japanese;Swahili;Turkish;Hindi;Logu
19865,Japanese;Hindi;French
19866,English;Chinese;Spanish;Amharic
19867,Urdu;Lahnda;Japanese;Somali;Swahili;English;Spanish;Hindi
19868,Swahili
19869,Swahili;English;Spanish;Amharic;German
19870,Swahili;Amharic
19871,Chawl;Chinese;Scala;French
19872,Hindi
19873,Somali;Swahili;Hindi
19874,English;Chinese;Spanish
19875,English;Spanish;German
19876,English;Chinese;Spanish;Marathi;Amharic
19877,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic
19878,Swahili;Amharic
19879,Chinese;Spanish;Hindi;Amharic;German
19880,Swahili;Telugu;Spanish;Amharic
19881,Lahnda;Japanese;Somali;Swahili;Clojure;Thart;Telugu;Turkish;English;Spanish;Kotlin;Hindi;Russian;Logu;Scala;German;French
19882,Japanese;Somali;Chinese;Amharic
19883,English;Spanish;Marathi;Amharic
19884,Lahnda;Swahili;Spanish
19885,Japanese;English;Marathi;Amharic
19886,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Hindi;Amharic
19887,Swahili;English;Spanish;German
19888,Lahnda;Japanese;Clojure;Turkish;English;Chinese;Spanish;Marathi;Russian;Scala;Amharic
19889,English;Spanish;Marathi
19890,Lahnda;Swahili;English;Spanish;Marathi;Hindi;Amharic;And
19891,Lahnda;Somali;English;Chinese;Hindi;Amharic
19892,Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;Russian;Amharic
19893,Japanese;Somali;Chinese;Hindi
19894,Japanese;Somali;Chinese;Amharic;French
19895,Lahnda;Swahili;English;Chinese;Spanish;Kotlin;Scala;Amharic;German
19896,Japanese;Somali
19897,Urdu;Lahnda;Japanese;Somali;Swahili;English;Chinese;Hindi;Vietnamese;Amharic
19898,English;Spanish
19899,Japanese;Swahili;English;Chinese;Spanish;Amharic
19900,Thart;English;German
19901,Lahnda;Somali;Swahili;Hindi
19902,English;Spanish;Amharic
19903,Turkish;Hindi
19904,Swahili;Spanish
19905,Lahnda;English;Spanish;Marathi;Amharic
19906,Swahili;English;Spanish;Amharic
19907,Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic;And;Arabic
19908,Swahili;English;Spanish;Amharic;German
19909,Lahnda;Swahili;English;German
19910,Urdu;Lahnda;Japanese;Somali;Hindi
19911,English;Spanish;Marathi
19912,Lahnda;Japanese;Somali;Turkish;English;Chinese;Spanish;Marathi;Hindi;Vietnamese;Amharic
19913,Swahili;English;Spanish
19914,English;Spanish;Vietnamese;French
19915,Japanese;Somali;Swahili;Spanish;Marathi;Hindi
19916,Lahnda;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic
19917,English;Chinese;Marathi;Amharic
19918,French
19919,English;Chinese;Spanish;Japanese;German
19920,Swahili;Thart;Telugu;Turkish;Chinese;Spanish;Hindi;German;Arabic
19921,Lahnda;Swahili;English;Spanish;Marathi;Amharic
19922,Swahili;Spanish
19923,Somali;English;Chinese;Marathi
19924,Spanish;Hindi;Scala
19925,English;Spanish
19926,Lahnda;Swahili;English;Spanish;German
19927,Swahili;Telugu;English;Spanish;German
19928,English;Spanish;Marathi;French
19929,Somali;English;Spanish;Marathi;Amharic
19930,Somali
19931,Japanese;Hindi;Logu;Amharic
19932,Swahili;English;Spanish;Marathi;Amharic
19933,Lahnda;Vietnamese;French
19934,Lahnda;Swahili;Telugu;Spanish;Amharic;German
19935,Lahnda;Swahili;English;Chinese;Spanish;Hindi;Vietnamese;Amharic;German
19936,Japanese;Swahili;English;Spanish;Amharic;German
19937,Japanese;English;Hindi
19938,Japanese;English
19939,Lahnda;English;Spanish;Marathi;Amharic
19940,Hindi
19941,Somali;Swahili;English;Spanish;Amharic;German
19942,Somali;Chinese;Hindi
19943,English;Spanish;Marathi;Amharic
19944,Lahnda;Somali;Swahili;Spanish;Hindi
19945,Lahnda;Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;And
19946,Spanish
19947,Japanese;Spanish;Hindi
19948,Lahnda;English;Spanish;Hindi;German
19949,Swahili;English;Spanish;Marathi;Amharic;And
19950,English;Spanish;Marathi
19951,Lahnda;English;Spanish;Japanese;Marathi;Hindi;Amharic;Korean
19952,Chinese;Amharic;German
19953,Lahnda;Chinese;Spanish
19954,Swahili;English;Spanish;Marathi;Amharic
19955,English;Spanish;Marathi
19956,Lahnda;Japanese;English;Spanish;Marathi;Hindi;Amharic;French
19957,Lahnda;Swahili;Turkish;Chinese;Hindi;Scala;Amharic
19958,Marathi;Amharic
19959,Lahnda;Somali;Swahili;Chinese;Spanish;Kotlin;Marathi;Hindi;Amharic
19960,English;Spanish;Hindi;Amharic
19961,Urdu;Lahnda;Japanese;Somali;English;Marathi;Hindi;Amharic
19962,English;Chinese;Spanish;Amharic;And
19963,English;Spanish;Marathi;Amharic;German
19964,Thart;English;Chinese;Spanish;German
19965,Swahili;English;Spanish;Hindi;Amharic
19966,Chinese
19967,Japanese;Somali;English;Chinese;Spanish;Kotlin;Marathi;Amharic;German
19968,Lahnda;Swahili;Telugu;English;Chinese;Spanish;Amharic;German
19969,English;Spanish;Marathi;Amharic
19970,English;Spanish;Marathi;Hindi;Amharic
19971,English;Chinese;Spanish;Scala;Amharic;German
19972,Swahili;English;Spanish
19973,Lahnda;Chinese;Hindi
19974,Japanese;Swahili;Amharic;Arabic
19975,Lahnda;Japanese;Turkish;English;Spanish;Marathi;Logu
19976,Lahnda;Swahili;Chinese;Amharic;French
19977,Lahnda;Swahili;Turkish;English;Chinese;Spanish;Amharic;German
19978,Swahili
19979,Swahili;English;Spanish;Hindi;Amharic
19980,English;Spanish;Hindi
19981,Somali;Swahili;English;Chinese;Hindi;Amharic
19982,Swahili;English;Chinese;And;German;French
19983,Lahnda;Chinese;Spanish;Amharic
19984,Lahnda;Japanese;Somali;Swahili;Turkish;Chinese
19985,Lahnda;English;Spanish;Marathi;Amharic
19986,Thart;English;Spanish;Marathi;Vietnamese;Amharic
19987,Japanese;Somali
19988,Chinese;Spanish;Amharic;And
19989,Spanish;Japanese;And
19990,Lahnda;Japanese;Somali;Chinese;Spanish;Kotlin;Japanese;Hindi;Vietnamese;Amharic;And
19991,Lahnda;Somali;Turkish;English;Chinese;Spanish;Hindi;Russian;Vietnamese;Scala;Amharic;And;German
19992,Japanese;English;Chinese;Spanish;Hindi;Amharic
19993,Japanese;Hindi
19994,Swahili;English;Spanish;Amharic
19995,Swahili;Chinese;Spanish;Amharic
19996,Lahnda;Japanese;Somali;Swahili;Telugu;English;Spanish;Amharic;French
19997,Lahnda;Bow
19998,Japanese;Somali;Chinese;Amharic
19999,Lahnda;English;Spanish;Marathi;Hindi;Amharic
20001,Swahili;Turkish;Hindi
20002,Lahnda;Japanese;Somali;Swahili;Turkish;Spanish;Hindi;German
20003,English;Chinese;Spanish;Hindi;Vietnamese;Amharic
20004,Lahnda;English;Chinese;Spanish;Scala;Amharic;German
20005,English;Chinese;Spanish;Marathi;Hindi;Amharic;German
20006,Lahnda;English;Chinese;Spanish;Marathi;Hindi
20007,Lahnda;English;Chinese;Spanish;Marathi;Amharic
20008,Swahili;English;Spanish;Amharic
20009,Japanese;Somali;Chinese;Arabic
20010,English;Chinese;Spanish
20011,Somali;English;Chinese;Kotlin;Scala;Amharic
20012,Lahnda;Chinese;Spanish;Amharic
20013,English;Chinese;Spanish;Kotlin;Scala;Amharic
20014,Lahnda;English;Spanish;Hindi;Logu;Amharic;German;French
20015,Swahili;English;Spanish;Marathi;Amharic;German
20016,English;Spanish;Marathi;Amharic
20017,Lahnda;Swahili;Chawl;English;Spanish;Hindi;Vietnamese;Amharic
20018,Swahili;English;Spanish;Marathi;Amharic;French
20019,Japanese;Swahili;English;Hindi
20020,Japanese;Hindi
20021,Japanese;Swahili;English;Chinese;Spanish;Marathi;Hindi;Amharic;German
20022,English;Spanish;Hindi;Logu;Amharic;Korean;French
20023,English;Chinese;Spanish;Kotlin;Amharic
20024,English;Spanish;Marathi;Hindi;Amharic
20025,Urdu;Lahnda;Japanese;Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic;French
20026,Lahnda;Chinese;French
20027,Lahnda;Swahili;Telugu;Spanish;Hindi;Scala
20029,Chinese;Kotlin
20030,Somali;English;Scala;German
20031,Urdu;Lahnda;Japanese;English;Chinese;Spanish;Hindi;Amharic
20032,English;Hindi
20033,English;Spanish
20034,Lahnda;English;Chinese;Spanish;Amharic;Arabic
20035,Hindi;Scala
20036,Swahili;Chinese;Spanish;Marathi;Amharic
20037,English;Spanish;Hindi;French
20038,Erlang;English;Hindi;Vietnamese;Amharic;German
20039,Swahili;English;Amharic;Arabic
20040,Lahnda;English;Chinese;Spanish;Marathi;Russian;Amharic;German;Arabic
20041,Lahnda;Swahili;Spanish;Hindi;Amharic;German
20042,French
20043,Spanish;Hindi;German
20044,Chinese;Spanish
20045,Thart;Chinese;Kotlin;Russian;Scala
20046,Lahnda;Japanese;English;Hindi;Scala;Amharic;French
20047,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic
20048,Lahnda;Somali;Swahili;Amharic
20049,English;Spanish;Hindi;Amharic
20050,Lahnda;Japanese;Erlang;Marathi;Hindi;Amharic
20052,English;Spanish;Marathi;German
20053,English;Spanish;Hindi;Amharic
20054,English;Chinese;Spanish;Amharic
20055,Lahnda;Japanese;Somali;English;Chinese;Spanish;Japanese;Marathi;Vietnamese;Amharic;And
20056,Lahnda;Swahili;English;Spanish;Amharic;German
20057,Somali;Chinese;Amharic
20058,Swahili;Spanish;Amharic
20059,Somali;Swahili;English;Chinese;Arabic
20060,English;Chinese;Marathi;Amharic;Arabic
20061,Japanese;Somali;Swahili;Chinese;Marathi;Hindi;Amharic
20062,Lahnda;Hindi;Russian;French
20063,Lahnda;Swahili;English;Spanish;German
20064,Lahnda;Swahili;Chinese;Spanish;Amharic
20065,Urdu;Lahnda;Japanese;Somali;Chinese;Hindi;French
20066,Somali;English;Chinese;Spanish;Kotlin;Marathi;Hindi;Amharic
20067,Lahnda;English;Chinese;Spanish;Hindi;Amharic;German
20068,Somali;Swahili;English;Arabic
20069,Japanese;Somali;Chinese
20070,Lahnda;Japanese;Somali;Turkish;Spanish;Hindi;Logu
20071,Swahili;English;Spanish;Hindi;Vietnamese;Amharic
20072,Lahnda;Turkish
20073,Urdu;Lahnda;Japanese;Somali;Swahili;English;Spanish
20074,Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Amharic;French
20075,Somali;Swahili;Chinese;Spanish;Amharic
20076,Lahnda;Swahili;Turkish;English;Chinese;Spanish;Hindi;Vietnamese;Amharic;German
20077,Spanish;Hindi
20078,English;Chinese;Spanish;Kotlin;Vietnamese;Amharic
20079,Lahnda;English;Hindi;Amharic
20080,Swahili;Amharic
20081,Lahnda;Somali;Swahili;English;Spanish;Amharic;German
20082,Japanese;Somali;English;Spanish;Marathi
20083,Swahili;Kotlin;Hindi
20084,Japanese;Somali;Chinese;Hindi;Amharic
20085,Hindi;Vietnamese;Amharic
20086,Chinese;Amharic
20087,Lahnda;Swahili;English;Spanish
20088,Urdu;Japanese;Somali;Swahili;English;Chinese;Spanish;Marathi;Vietnamese;French
20089,Lahnda;Hindi
20090,Lahnda;English;Chinese;Spanish;Hindi;Russian;Vietnamese;Amharic
20092,Hindi
20093,Lahnda;Somali;Thart;Turkish;English;Chinese;Spanish;Kotlin;Marathi;Amharic;German
20094,Urdu;Lahnda;Japanese;English;Chinese;Spanish;Hindi;French
20095,Urdu;Lahnda;Somali;English;Chinese;Spanish;Marathi;Hindi;Amharic
20097,Swahili;Amharic
20098,Spanish;Amharic
20099,Spanish;Hindi
20100,Japanese;Swahili;English;Chinese;Spanish;Marathi;Hindi
20101,Hindi;French
20102,Lahnda;Somali;Swahili;English;Spanish;Marathi;Hindi;Amharic
20103,English;Chinese;Spanish;Marathi;Hindi;Amharic
20104,Swahili;English;Spanish;Marathi;Amharic
20105,Spanish;Marathi;Amharic
20106,Urdu;Japanese;Somali;Turkish;English;Chinese;Spanish;Hindi;German
20107,Chinese;Hindi
20108,English;Chinese;Spanish;Kotlin;Hindi;Amharic;And;German
20109,Swahili;English;Spanish;Amharic;German
20110,Lahnda;Marathi;Hindi;Bow
20111,Lahnda;Japanese;Somali;Swahili;Hindi;Amharic
20112,Lahnda;English;Spanish;Marathi;Amharic
20113,English;Chinese;Spanish;Amharic;German
20114,Chinese;Spanish;And
20115,Lahnda;English;Marathi;Hindi;Vietnamese;Amharic;German;Korean
20116,English;Spanish
20117,English;Spanish
20118,Japanese;Somali;Swahili;English;Chinese;Spanish;Hindi;Amharic
20119,Lahnda;English;Spanish;Hindi;Amharic
20120,Lahnda;Swahili;English;Chinese;Spanish
20121,English;Chinese;Spanish
20122,Lahnda;Japanese;Somali;English;Hindi;Amharic
20123,Hindi;French
20124,Somali;English;Spanish;Marathi;Hindi;Amharic
20125,Japanese;Somali;English;Chinese;Spanish;Marathi;Amharic
20126,Swahili;English;Chinese;Spanish
20127,Swahili;English;Spanish;Hindi;Amharic;German
20128,Chawl
20129,Turkish;English;Chinese;Spanish;Hindi;German
20130,Swahili;Amharic;French
20131,Lahnda;Turkish;English;Chinese;Spanish;Amharic
20132,Lahnda;Japanese;Somali;English;Chinese;Spanish;Japanese;Marathi;Amharic;And
20133,Chew
20134,Swahili;Telugu;English;Chinese;Spanish;Hindi
20135,Urdu
20136,Lahnda;Japanese;Somali;English;Chinese;Spanish;Hindi;Amharic;German
20137,Hindi;Russian;Scala;Amharic
